week_start,plan_tier,region,ai_predicted_category,ai_detected_theme,ticket_count,avg_csat,avg_resolution_time_hours,escalated_rate,sample_text,summary
2025-10-13,SMB,North America,onboarding,import_mapping,7,3.7114285714285713,10.888571428571428,0.14285714285714285,"Need help quickly: the CSV import keeps mis-mapping our fields. our implementation timeline is slipping. We're a smb account in North America and this is not ideal for Vertex Labs Co. same blocker as yesterday. Thanks for flagging this. We have logged the onboarding issue and are checking CSV, import. We will update you after reviewing the logs and the account setup. Following up because our implementation timeline is slipping. We also noticed related keywords: CSV, import, mapping. Please share ETA if possible.","SMB accounts in North America raised repeated import_mapping issues under onboarding. Volume reached 7 tickets this week with avg CSAT 3.71, avg resolution 10.9h, and escalation rate 14%. Representative signal: Need help quickly: the CSV import keeps mis-mapping our fields."
2026-01-05,SMB,North America,billing,tax_setup,7,3.3528571428571428,8.102857142857143,0.0,"Hi team, our VAT and tax settings are not being applied correctly. procurement is waiting for a corrected invoice. We're a smb account in North America and this is not ideal for Nimbus Analytics HQ. it worked last week. Thanks for flagging this. We have logged the billing issue and are checking VAT, tax. We will update you after reviewing the logs and the account setup. Following up because procurement is waiting for a corrected invoice. We also noticed related keywords: VAT, tax, invoice. Please share ETA if possible.","SMB accounts in North America raised repeated tax_setup issues under billing. Volume reached 7 tickets this week with avg CSAT 3.35, avg resolution 8.1h, and escalation rate 0%. Representative signal: Hi team, our VAT and tax settings are not being applied correctly."
2026-01-05,SMB,North America,billing,invoice_confusion,7,3.34,9.404285714285715,0.0,"Hi team, we appear to have been charged twice this month. the customer success lead escalated it internally already. We're a smb account in North America and this is not ideal for Beacon Analytics Co. it worked last week. Thanks for flagging this. We have logged the billing issue and are checking charged twice, duplicate. We will update you after reviewing the logs and the account setup. Following up because the customer success lead escalated it internally already. We also noticed related keywords: charged twice, duplicate, invoice. Please share ETA if possible.","SMB accounts in North America raised repeated invoice_confusion issues under billing. Volume reached 7 tickets this week with avg CSAT 3.34, avg resolution 9.4h, and escalation rate 0%. Representative signal: Hi team, we appear to have been charged twice this month."
2026-01-12,SMB,APAC,billing,invoice_confusion,6,3.145,8.443333333333333,0.0,"Need help quickly: the invoice does not match what we expected. finance is blocking approval until the line items make sense. We're a smb account in APAC and this is not ideal for Harbor Cloud Platform. pls advise. Thanks for flagging this. We have logged the billing issue and are checking invoice, charge. We will update you after reviewing the logs and the account setup. Following up because finance is blocking approval until the line items make sense. We also noticed related keywords: invoice, charge, line item. Please share ETA if possible.","SMB accounts in APAC raised repeated invoice_confusion issues under billing. Volume reached 6 tickets this week with avg CSAT 3.15, avg resolution 8.4h, and escalation rate 0%. Representative signal: Need help quickly: the invoice does not match what we expected."
2025-11-03,SMB,EMEA,billing,invoice_confusion,6,3.4333333333333336,8.663333333333334,0.0,"We're running into an issue where we appear to have been charged twice this month. the customer success lead escalated it internally already. We're a smb account in EMEA and this is not ideal for North Insights Group. cc'ing our admin lead. Thanks for flagging this. We have logged the billing issue and are checking charged twice, duplicate. We will update you after reviewing the logs and the account setup. Following up because the customer success lead escalated it internally already. We also noticed related keywords: charged twice, duplicate, invoice. Please share ETA if possible.","SMB accounts in EMEA raised repeated invoice_confusion issues under billing. Volume reached 6 tickets this week with avg CSAT 3.43, avg resolution 8.7h, and escalation rate 0%. Representative signal: We're running into an issue where we appear to have been charged twice this month."
2026-02-02,SMB,EMEA,billing,invoice_confusion,6,3.26,8.701666666666666,0.3333333333333333,"Hi team, the invoice does not match what we expected. finance is blocking approval until the line items make sense. We're a smb account in EMEA and this is not ideal for Orbit Logic Inc. pls advise. Thanks for flagging this. We have logged the billing issue and are checking invoice, charge. We will update you after reviewing the logs and the account setup. Following up because finance is blocking approval until the line items make sense. We also noticed related keywords: invoice, charge, line item. Please share ETA if possible.","SMB accounts in EMEA raised repeated invoice_confusion issues under billing. Volume reached 6 tickets this week with avg CSAT 3.26, avg resolution 8.7h, and escalation rate 33%. Representative signal: Hi team, the invoice does not match what we expected."
2026-02-23,SMB,EMEA,billing,invoice_confusion,6,3.3800000000000003,7.503333333333333,0.0,"We're running into an issue where the invoice does not match what we expected. finance is blocking approval until the line items make sense. We're a smb account in EMEA and this is not ideal for Signal Analytics Solutions. happening in prod only. Thanks for flagging this. We have logged the billing issue and are checking invoice, charge. We will update you after reviewing the logs and the account setup. Following up because finance is blocking approval until the line items make sense. We also noticed related keywords: invoice, charge, line item. Please share ETA if possible.","SMB accounts in EMEA raised repeated invoice_confusion issues under billing. Volume reached 6 tickets this week with avg CSAT 3.38, avg resolution 7.5h, and escalation rate 0%. Representative signal: We're running into an issue where the invoice does not match what we expected."
2025-10-20,Growth,North America,integration,webhook_failure,6,2.3516666666666666,32.335,0.16666666666666666,"Hi team, webhooks are dropping payloads after recent configuration changes. customer workflows are breaking downstream. We're a growth account in North America and this is not ideal for Summit Cloud HQ. pls advise. Thanks for flagging this. We have logged the integration issue and are checking webhook, payload. We will update you after reviewing the logs and the account setup. Following up because customer workflows are breaking downstream. We also noticed related keywords: webhook, payload, failed. Please share ETA if possible. We've escalated this internally because webhooks are dropping payloads after recent configuration changes and the account impact is above normal.","Growth accounts in North America raised repeated webhook_failure issues under integration. Volume reached 6 tickets this week with avg CSAT 2.35, avg resolution 32.3h, and escalation rate 17%. Representative signal: Hi team, webhooks are dropping payloads after recent configuration changes."
2025-12-01,SMB,North America,billing,tax_setup,6,3.235,7.63,0.16666666666666666,"Hi team, our VAT and tax settings are not being applied correctly. procurement is waiting for a corrected invoice. We're a smb account in North America and this is not ideal for Aster Logic Co. pls advise. Thanks for flagging this. We have logged the billing issue and are checking VAT, tax. We will update you after reviewing the logs and the account setup. Following up because procurement is waiting for a corrected invoice. We also noticed related keywords: VAT, tax, invoice. Please share ETA if possible.","SMB accounts in North America raised repeated tax_setup issues under billing. Volume reached 6 tickets this week with avg CSAT 3.23, avg resolution 7.6h, and escalation rate 17%. Representative signal: Hi team, our VAT and tax settings are not being applied correctly."
2025-02-17,SMB,North America,billing,invoice_confusion,6,3.171666666666667,8.601666666666667,0.0,"We're running into an issue where the invoice does not match what we expected. finance is blocking approval until the line items make sense. We're a smb account in North America and this is not ideal for Orbit Works Group. cc'ing our admin lead. Thanks for flagging this. We have logged the billing issue and are checking invoice, charge. We will update you after reviewing the logs and the account setup. Following up because finance is blocking approval until the line items make sense. We also noticed related keywords: invoice, charge, line item. Please share ETA if possible.","SMB accounts in North America raised repeated invoice_confusion issues under billing. Volume reached 6 tickets this week with avg CSAT 3.17, avg resolution 8.6h, and escalation rate 0%. Representative signal: We're running into an issue where the invoice does not match what we expected."
