week_start,plan_tier,region,ai_predicted_category,ai_detected_theme,ticket_count,avg_csat,avg_resolution_time_hours,escalated_rate,sample_text,summary
2026-03-16,SMB,EMEA,access,mfa_lockout,3,3.1033333333333335,8.123333333333333,0.3333333333333333,"Hi team, users are getting stuck in the MFA flow. support volume spikes whenever admins reset accounts. We're a smb account in EMEA and this is not ideal for Nimbus Digital Inc. screen recording attached. Thanks for flagging this. We have logged the access issue and are checking MFA, lockout. We will update you after reviewing the logs and the account setup. Following up because support volume spikes whenever admins reset accounts. We also noticed related keywords: MFA, lockout, login. Please share ETA if possible.","SMB accounts in EMEA raised repeated mfa_lockout issues under access. Volume reached 3 tickets this week with avg CSAT 3.10, avg resolution 8.1h, and escalation rate 33%. Representative signal: Hi team, users are getting stuck in the MFA flow."
2026-03-16,SMB,EMEA,access,sso_role_mapping,3,3.573333333333333,8.533333333333333,0.3333333333333333,"Hi team, SSO provisioning is not mapping users to the right roles. new users cannot access the workflows they need. We're a smb account in EMEA and this is not ideal for Orbit Digital HQ. same blocker as yesterday. Thanks for flagging this. We have logged the access issue and are checking SSO, role. We will update you after reviewing the logs and the account setup. Following up because new users cannot access the workflows they need. We also noticed related keywords: SSO, role, Okta. Please share ETA if possible. We've escalated this internally because SSO provisioning is not mapping users to the right roles and the account impact is above normal.","SMB accounts in EMEA raised repeated sso_role_mapping issues under access. Volume reached 3 tickets this week with avg CSAT 3.57, avg resolution 8.5h, and escalation rate 33%. Representative signal: Hi team, SSO provisioning is not mapping users to the right roles."
2026-03-16,SMB,EMEA,billing,tax_setup,3,3.0866666666666664,7.1000000000000005,0.0,"Need help quickly: our VAT and tax settings are not being applied correctly. procurement is waiting for a corrected invoice. We're a smb account in EMEA and this is not ideal for North Digital Co. happening in prod only. Thanks for flagging this. We have logged the billing issue and are checking VAT, tax. We will update you after reviewing the logs and the account setup. Following up because procurement is waiting for a corrected invoice. We also noticed related keywords: VAT, tax, invoice. Please share ETA if possible.","SMB accounts in EMEA raised repeated tax_setup issues under billing. Volume reached 3 tickets this week with avg CSAT 3.09, avg resolution 7.1h, and escalation rate 0%. Representative signal: Need help quickly: our VAT and tax settings are not being applied correctly."
2026-03-16,SMB,EMEA,onboarding,import_mapping,3,3.266666666666667,14.036666666666667,0.3333333333333333,"Need help quickly: the CSV import keeps mis-mapping our fields. our implementation timeline is slipping. We're a smb account in EMEA and this is not ideal for Vista Works Platform. this is affecting our rollout. Thanks for flagging this. We have logged the onboarding issue and are checking CSV, import. We will update you after reviewing the logs and the account setup. Following up because our implementation timeline is slipping. We also noticed related keywords: CSV, import, mapping. Please share ETA if possible.","SMB accounts in EMEA raised repeated import_mapping issues under onboarding. Volume reached 3 tickets this week with avg CSAT 3.27, avg resolution 14.0h, and escalation rate 33%. Representative signal: Need help quickly: the CSV import keeps mis-mapping our fields."
2026-03-16,SMB,EMEA,onboarding,workspace_configuration,3,3.6366666666666667,11.969999999999999,0.0,"Hi team, workspace settings are scattered and hard to complete. go-live is blocked on configuration. We're a smb account in EMEA and this is not ideal for North Digital Co. same blocker as yesterday. Thanks for flagging this. We have logged the onboarding issue and are checking workspace, settings. We will update you after reviewing the logs and the account setup. Following up because go-live is blocked on configuration. We also noticed related keywords: workspace, settings, configure. Please share ETA if possible.","SMB accounts in EMEA raised repeated workspace_configuration issues under onboarding. Volume reached 3 tickets this week with avg CSAT 3.64, avg resolution 12.0h, and escalation rate 0%. Representative signal: Hi team, workspace settings are scattered and hard to complete."
2026-03-16,SMB,North America,access,permission_setup,3,2.97,10.16,1.0,"Hi team, shared spaces are denying access even after permission changes. teams cannot collaborate across functions. We're a smb account in North America and this is not ideal for North Digital HQ. happening in prod only. Thanks for flagging this. We have logged the access issue and are checking permission, access denied. We will update you after reviewing the logs and the account setup. We've escalated this internally because shared spaces are denying access even after permission changes and the account impact is above normal. Following up because teams cannot collaborate across functions. We also noticed related keywords: permission, access denied, roles. Please share ETA if possible.","SMB accounts in North America raised repeated permission_setup issues under access. Volume reached 3 tickets this week with avg CSAT 2.97, avg resolution 10.2h, and escalation rate 100%. Representative signal: Hi team, shared spaces are denying access even after permission changes."
2026-03-16,SMB,North America,account_management,contract_update,3,3.643333333333333,11.336666666666666,0.0,"Need help quickly: contract amendments need too many manual support touches. the account team is spending time on administrative work. We're a smb account in North America and this is not ideal for Nimbus Analytics HQ. cc'ing our admin lead. Thanks for flagging this. We have logged the account_management issue and are checking contract, amendment. We will update you after reviewing the logs and the account setup. Following up because the account team is spending time on administrative work. We also noticed related keywords: contract, amendment, support. Please share ETA if possible.","SMB accounts in North America raised repeated contract_update issues under account_management. Volume reached 3 tickets this week with avg CSAT 3.64, avg resolution 11.3h, and escalation rate 0%. Representative signal: Need help quickly: contract amendments need too many manual support touches."
2026-03-16,SMB,North America,feature_request,bulk_actions,3,3.33,29.88,0.3333333333333333,"Need help quickly: power users want bulk actions for repetitive admin work. operations tasks still feel too manual. We're a smb account in North America and this is not ideal for Orbit Ops HQ. seeing this again. Thanks for flagging this. We have logged the feature_request issue and are checking bulk, actions. We will update you after reviewing the logs and the account setup. Following up because operations tasks still feel too manual. We also noticed related keywords: bulk, actions, admin. Please share ETA if possible.","SMB accounts in North America raised repeated bulk_actions issues under feature_request. Volume reached 3 tickets this week with avg CSAT 3.33, avg resolution 29.9h, and escalation rate 33%. Representative signal: Need help quickly: power users want bulk actions for repetitive admin work."
2026-03-09,SMB,EMEA,billing,seat_true_up,5,3.226,7.803999999999999,0.0,"Hi team, the seat true-up charge feels higher than our admin dashboard shows. our controller asked for a manual explanation before renewal. We're a smb account in EMEA and this is not ideal for Vertex Partners Inc. it worked last week. Thanks for flagging this. We have logged the billing issue and are checking seat, true-up. We will update you after reviewing the logs and the account setup. Following up because our controller asked for a manual explanation before renewal. We also noticed related keywords: seat, true-up, renewal. Please share ETA if possible.","SMB accounts in EMEA raised repeated seat_true_up issues under billing. Volume reached 5 tickets this week with avg CSAT 3.23, avg resolution 7.8h, and escalation rate 0%. Representative signal: Hi team, the seat true-up charge feels higher than our admin dashboard shows."
2026-03-09,SMB,North America,onboarding,training_gap,5,3.274,13.102,0.2,"Hi team, the team still needs onboarding help to use core workflows. adoption is slower than expected. We're a smb account in North America and this is not ideal for Beacon Cloud Group. seeing this again. Thanks for flagging this. We have logged the onboarding issue and are checking training, onboarding. We will update you after reviewing the logs and the account setup. Following up because adoption is slower than expected. We also noticed related keywords: training, onboarding, adoption. Please share ETA if possible.","SMB accounts in North America raised repeated training_gap issues under onboarding. Volume reached 5 tickets this week with avg CSAT 3.27, avg resolution 13.1h, and escalation rate 20%. Representative signal: Hi team, the team still needs onboarding help to use core workflows."
2026-03-09,SMB,EMEA,access,sso_role_mapping,4,3.2600000000000002,6.6525,0.0,"Hi team, SSO provisioning is not mapping users to the right roles. new users cannot access the workflows they need. We're a smb account in EMEA and this is not ideal for Vista Digital Solutions. seeing this again. Thanks for flagging this. We have logged the access issue and are checking SSO, role. We will update you after reviewing the logs and the account setup. Following up because new users cannot access the workflows they need. We also noticed related keywords: SSO, role, Okta. Please share ETA if possible.","SMB accounts in EMEA raised repeated sso_role_mapping issues under access. Volume reached 4 tickets this week with avg CSAT 3.26, avg resolution 6.7h, and escalation rate 0%. Representative signal: Hi team, SSO provisioning is not mapping users to the right roles."
2026-03-09,SMB,North America,account_management,renewal_changes,4,3.4225000000000003,13.1225,0.0,"Need help quickly: the team needs support updating renewal and contract details. commercial conversations are stalling. We're a smb account in North America and this is not ideal for Atlas Digital Group. seeing this again. Thanks for flagging this. We have logged the account_management issue and are checking renewal, contract. We will update you after reviewing the logs and the account setup. Following up because commercial conversations are stalling. We also noticed related keywords: renewal, contract, quote. Please share ETA if possible.","SMB accounts in North America raised repeated renewal_changes issues under account_management. Volume reached 4 tickets this week with avg CSAT 3.42, avg resolution 13.1h, and escalation rate 0%. Representative signal: Need help quickly: the team needs support updating renewal and contract details."
2026-03-09,Growth,North America,bug,notification_bug,3,2.91,29.503333333333334,1.0,"We're running into an issue where users keep receiving duplicate notifications. the support team is fielding repeated complaints. We're a growth account in North America and this is not ideal for Summit Partners Solutions. screen recording attached. Thanks for flagging this. We have logged the bug issue and are checking notification, duplicate. We will update you after reviewing the logs and the account setup. Following up because the support team is fielding repeated complaints. We also noticed related keywords: notification, duplicate, alerts. Please share ETA if possible. We've escalated this internally because users keep receiving duplicate notifications and the account impact is above normal.","Growth accounts in North America raised repeated notification_bug issues under bug. Volume reached 3 tickets this week with avg CSAT 2.91, avg resolution 29.5h, and escalation rate 100%. Representative signal: We're running into an issue where users keep receiving duplicate notifications."
2026-03-09,Growth,North America,integration,identity_provisioning,3,2.566666666666667,28.926666666666666,0.3333333333333333,"Need help quickly: identity provisioning is delayed for large user batches. IT cannot complete rollout on schedule. We're a growth account in North America and this is not ideal for Nimbus Cloud Platform. same blocker as yesterday. Thanks for flagging this. We have logged the integration issue and are checking identity, provisioning. We will update you after reviewing the logs and the account setup. Following up because IT cannot complete rollout on schedule. We also noticed related keywords: identity, provisioning, batch. Please share ETA if possible.","Growth accounts in North America raised repeated identity_provisioning issues under integration. Volume reached 3 tickets this week with avg CSAT 2.57, avg resolution 28.9h, and escalation rate 33%. Representative signal: Need help quickly: identity provisioning is delayed for large user batches."
2026-03-09,SMB,APAC,access,password_reset,3,3.66,7.546666666666667,0.0,"Need help quickly: password reset emails are looping or arriving late. users cannot get back into the product quickly. We're a smb account in APAC and this is not ideal for Orbit Digital Inc. this is affecting our rollout. Thanks for flagging this. We have logged the access issue and are checking password reset, email. We will update you after reviewing the logs and the account setup. Following up because users cannot get back into the product quickly. We also noticed related keywords: password reset, email, late. Please share ETA if possible.","SMB accounts in APAC raised repeated password_reset issues under access. Volume reached 3 tickets this week with avg CSAT 3.66, avg resolution 7.5h, and escalation rate 0%. Representative signal: Need help quickly: password reset emails are looping or arriving late."
2026-03-09,SMB,APAC,onboarding,import_mapping,3,3.6166666666666667,16.17,0.0,"Need help quickly: the CSV import keeps mis-mapping our fields. our implementation timeline is slipping. We're a smb account in APAC and this is not ideal for Nimbus Cloud Platform. screen recording attached. Thanks for flagging this. We have logged the onboarding issue and are checking CSV, import. We will update you after reviewing the logs and the account setup. Following up because our implementation timeline is slipping. We also noticed related keywords: CSV, import, mapping. Please share ETA if possible.","SMB accounts in APAC raised repeated import_mapping issues under onboarding. Volume reached 3 tickets this week with avg CSAT 3.62, avg resolution 16.2h, and escalation rate 0%. Representative signal: Need help quickly: the CSV import keeps mis-mapping our fields."
2026-03-09,SMB,APAC,onboarding,training_gap,3,3.4333333333333336,11.5,0.3333333333333333,"We're running into an issue where the team still needs onboarding help to use core workflows. adoption is slower than expected. We're a smb account in APAC and this is not ideal for Orbit Digital Inc. seeing this again. Thanks for flagging this. We have logged the onboarding issue and are checking training, onboarding. We will update you after reviewing the logs and the account setup. Following up because adoption is slower than expected. We also noticed related keywords: training, onboarding, adoption. Please share ETA if possible.","SMB accounts in APAC raised repeated training_gap issues under onboarding. Volume reached 3 tickets this week with avg CSAT 3.43, avg resolution 11.5h, and escalation rate 33%. Representative signal: We're running into an issue where the team still needs onboarding help to use core workflows."
2026-03-09,SMB,EMEA,billing,invoice_confusion,3,3.3966666666666665,8.963333333333333,0.0,"Need help quickly: we appear to have been charged twice this month. the customer success lead escalated it internally already. We're a smb account in EMEA and this is not ideal for Orbit Stack Co. pls advise. Thanks for flagging this. We have logged the billing issue and are checking charged twice, duplicate. We will update you after reviewing the logs and the account setup. Following up because the customer success lead escalated it internally already. We also noticed related keywords: charged twice, duplicate, invoice. Please share ETA if possible.","SMB accounts in EMEA raised repeated invoice_confusion issues under billing. Volume reached 3 tickets this week with avg CSAT 3.40, avg resolution 9.0h, and escalation rate 0%. Representative signal: Need help quickly: we appear to have been charged twice this month."
2026-03-09,SMB,EMEA,bug,filter_logic,3,2.856666666666667,22.02333333333333,0.3333333333333333,"Hi team, saved report filters are not applying correctly. the analytics team no longer trusts the view. We're a smb account in EMEA and this is not ideal for Nimbus Digital Inc. same blocker as yesterday. Thanks for flagging this. We have logged the bug issue and are checking filter, logic. We will update you after reviewing the logs and the account setup. Following up because the analytics team no longer trusts the view. We also noticed related keywords: filter, logic, saved report. Please share ETA if possible.","SMB accounts in EMEA raised repeated filter_logic issues under bug. Volume reached 3 tickets this week with avg CSAT 2.86, avg resolution 22.0h, and escalation rate 33%. Representative signal: Hi team, saved report filters are not applying correctly."
2026-03-09,SMB,North America,onboarding,import_mapping,3,3.1966666666666668,11.906666666666666,0.3333333333333333,"We're running into an issue where the CSV import keeps mis-mapping our fields. our implementation timeline is slipping. We're a smb account in North America and this is not ideal for Aster Metrics Inc. happening in prod only. Thanks for flagging this. We have logged the onboarding issue and are checking CSV, import. We will update you after reviewing the logs and the account setup. Following up because our implementation timeline is slipping. We also noticed related keywords: CSV, import, mapping. Please share ETA if possible.","SMB accounts in North America raised repeated import_mapping issues under onboarding. Volume reached 3 tickets this week with avg CSAT 3.20, avg resolution 11.9h, and escalation rate 33%. Representative signal: We're running into an issue where the CSV import keeps mis-mapping our fields."
2026-03-02,SMB,North America,billing,seat_true_up,5,3.5520000000000005,10.123999999999999,0.0,"Hi team, the seat true-up charge feels higher than our admin dashboard shows. our controller asked for a manual explanation before renewal. We're a smb account in North America and this is not ideal for Vista Analytics Group. happening in prod only. Thanks for flagging this. We have logged the billing issue and are checking seat, true-up. We will update you after reviewing the logs and the account setup. Following up because our controller asked for a manual explanation before renewal. We also noticed related keywords: seat, true-up, renewal. Please share ETA if possible.","SMB accounts in North America raised repeated seat_true_up issues under billing. Volume reached 5 tickets this week with avg CSAT 3.55, avg resolution 10.1h, and escalation rate 0%. Representative signal: Hi team, the seat true-up charge feels higher than our admin dashboard shows."
2026-03-02,SMB,North America,feature_request,advanced_permissions,4,3.5725,20.3275,0.25,"Hi team, the current permission model is too coarse for large teams. admins are creating workarounds outside the platform. We're a smb account in North America and this is not ideal for Vista Ops Solutions. pls advise. Thanks for flagging this. We have logged the feature_request issue and are checking permissions, roles. We will update you after reviewing the logs and the account setup. Following up because admins are creating workarounds outside the platform. We also noticed related keywords: permissions, roles, admin. Please share ETA if possible.","SMB accounts in North America raised repeated advanced_permissions issues under feature_request. Volume reached 4 tickets this week with avg CSAT 3.57, avg resolution 20.3h, and escalation rate 25%. Representative signal: Hi team, the current permission model is too coarse for large teams."
2026-03-02,Growth,EMEA,onboarding,setup_guidance,3,3.2566666666666664,15.58,0.3333333333333333,"We're running into an issue where the initial setup flow leaves our admins unsure what to do next. new users are waiting on configuration steps. We're a growth account in EMEA and this is not ideal for Nimbus Cloud Inc. cc'ing our admin lead. Thanks for flagging this. We have logged the onboarding issue and are checking setup, checklist. We will update you after reviewing the logs and the account setup. Following up because new users are waiting on configuration steps. We also noticed related keywords: setup, checklist, guide. Please share ETA if possible.","Growth accounts in EMEA raised repeated setup_guidance issues under onboarding. Volume reached 3 tickets this week with avg CSAT 3.26, avg resolution 15.6h, and escalation rate 33%. Representative signal: We're running into an issue where the initial setup flow leaves our admins unsure what to do next."
2026-03-02,SMB,North America,billing,invoice_confusion,3,3.313333333333334,10.4,0.3333333333333333,"We're running into an issue where we appear to have been charged twice this month. the customer success lead escalated it internally already. We're a smb account in North America and this is not ideal for Aster Logic Co. pls advise. Thanks for flagging this. We have logged the billing issue and are checking charged twice, duplicate. We will update you after reviewing the logs and the account setup. Following up because the customer success lead escalated it internally already. We also noticed related keywords: charged twice, duplicate, invoice. Please share ETA if possible. We've escalated this internally because we appear to have been charged twice this month and the account impact is above normal.","SMB accounts in North America raised repeated invoice_confusion issues under billing. Volume reached 3 tickets this week with avg CSAT 3.31, avg resolution 10.4h, and escalation rate 33%. Representative signal: We're running into an issue where we appear to have been charged twice this month."
2026-03-02,SMB,North America,bug,notification_bug,3,2.893333333333333,26.349999999999998,0.3333333333333333,"We're running into an issue where users keep receiving duplicate notifications. the support team is fielding repeated complaints. We're a smb account in North America and this is not ideal for Cobalt Stack Platform. this is affecting our rollout. Thanks for flagging this. We have logged the bug issue and are checking notification, duplicate. We will update you after reviewing the logs and the account setup. Following up because the support team is fielding repeated complaints. We also noticed related keywords: notification, duplicate, alerts. Please share ETA if possible.","SMB accounts in North America raised repeated notification_bug issues under bug. Volume reached 3 tickets this week with avg CSAT 2.89, avg resolution 26.3h, and escalation rate 33%. Representative signal: We're running into an issue where users keep receiving duplicate notifications."
2026-03-02,SMB,North America,bug,report_export,3,2.5533333333333332,25.76,0.3333333333333333,"Hi team, scheduled exports are failing when we run larger reports. ops cannot deliver the weekly packet on time. We're a smb account in North America and this is not ideal for Crescent Analytics Inc. seeing this again. Thanks for flagging this. We have logged the bug issue and are checking export, report. We will update you after reviewing the logs and the account setup. We've escalated this internally because scheduled exports are failing when we run larger reports and the account impact is above normal. Following up because ops cannot deliver the weekly packet on time. We also noticed related keywords: export, report, download. Please share ETA if possible.","SMB accounts in North America raised repeated report_export issues under bug. Volume reached 3 tickets this week with avg CSAT 2.55, avg resolution 25.8h, and escalation rate 33%. Representative signal: Hi team, scheduled exports are failing when we run larger reports."
2026-03-02,SMB,North America,integration,integration_other,3,2.4133333333333336,29.456666666666667,0.3333333333333333,"We're running into an issue where background jobs are stuck in queue and missing SLAs. customers are escalating to their account teams. We're a smb account in North America and this is not ideal for Vista Ops Solutions. cc'ing our admin lead. Thanks for flagging this. We have logged the performance issue and are checking job queue, delay. We will update you after reviewing the logs and the account setup. Following up because customers are escalating to their account teams. We also noticed related keywords: job queue, delay, SLA. Please share ETA if possible. We've escalated this internally because background jobs are stuck in queue and missing SLAs and the account impact is above normal.","SMB accounts in North America raised repeated integration_other issues under integration. Volume reached 3 tickets this week with avg CSAT 2.41, avg resolution 29.5h, and escalation rate 33%. Representative signal: We're running into an issue where background jobs are stuck in queue and missing SLAs."
2026-03-02,SMB,North America,performance,dashboard_latency,3,2.566666666666667,30.476666666666663,0.6666666666666666,"We're running into an issue where the analytics dashboard becomes slow during peak hours. QBR prep and leadership reviews are delayed. We're a smb account in North America and this is not ideal for Aster Systems Solutions. cc'ing our admin lead. Thanks for flagging this. We have logged the performance issue and are checking slow dashboard, latency. We will update you after reviewing the logs and the account setup. We've escalated this internally because the analytics dashboard becomes slow during peak hours and the account impact is above normal. Following up because QBR prep and leadership reviews are delayed. We also noticed related keywords: slow dashboard, latency, analytics. Please share ETA if possible.","SMB accounts in North America raised repeated dashboard_latency issues under performance. Volume reached 3 tickets this week with avg CSAT 2.57, avg resolution 30.5h, and escalation rate 67%. Representative signal: We're running into an issue where the analytics dashboard becomes slow during peak hours."
2026-02-23,SMB,APAC,billing,invoice_confusion,7,3.2285714285714286,7.775714285714286,0.0,"Need help quickly: the invoice does not match what we expected. finance is blocking approval until the line items make sense. We're a smb account in APAC and this is not ideal for North Cloud Solutions. seeing this again. Thanks for flagging this. We have logged the billing issue and are checking invoice, charge. We will update you after reviewing the logs and the account setup. Following up because finance is blocking approval until the line items make sense. We also noticed related keywords: invoice, charge, line item. Please share ETA if possible.","SMB accounts in APAC raised repeated invoice_confusion issues under billing. Volume reached 7 tickets this week with avg CSAT 3.23, avg resolution 7.8h, and escalation rate 0%. Representative signal: Need help quickly: the invoice does not match what we expected."
2026-02-23,SMB,EMEA,billing,invoice_confusion,6,3.3800000000000003,7.503333333333333,0.0,"We're running into an issue where the invoice does not match what we expected. finance is blocking approval until the line items make sense. We're a smb account in EMEA and this is not ideal for Signal Analytics Solutions. happening in prod only. Thanks for flagging this. We have logged the billing issue and are checking invoice, charge. We will update you after reviewing the logs and the account setup. Following up because finance is blocking approval until the line items make sense. We also noticed related keywords: invoice, charge, line item. Please share ETA if possible.","SMB accounts in EMEA raised repeated invoice_confusion issues under billing. Volume reached 6 tickets this week with avg CSAT 3.38, avg resolution 7.5h, and escalation rate 0%. Representative signal: We're running into an issue where the invoice does not match what we expected."
2026-02-23,SMB,APAC,onboarding,import_mapping,4,3.7425,16.065,0.25,"We're running into an issue where the CSV import keeps mis-mapping our fields. our implementation timeline is slipping. We're a smb account in APAC and this is not ideal for Orbit Digital Inc. cc'ing our admin lead. Thanks for flagging this. We have logged the onboarding issue and are checking CSV, import. We will update you after reviewing the logs and the account setup. Following up because our implementation timeline is slipping. We also noticed related keywords: CSV, import, mapping. Please share ETA if possible.","SMB accounts in APAC raised repeated import_mapping issues under onboarding. Volume reached 4 tickets this week with avg CSAT 3.74, avg resolution 16.1h, and escalation rate 25%. Representative signal: We're running into an issue where the CSV import keeps mis-mapping our fields."
2026-02-23,SMB,EMEA,integration,slack_alerts,3,2.31,26.703333333333333,0.3333333333333333,"Hi team, Slack alerts are inconsistent across channels. ops leaders are missing time-sensitive notifications. We're a smb account in EMEA and this is not ideal for Nimbus Labs Platform. seeing this again. Thanks for flagging this. We have logged the integration issue and are checking Slack, alerts. We will update you after reviewing the logs and the account setup. Following up because ops leaders are missing time-sensitive notifications. We also noticed related keywords: Slack, alerts, channel. Please share ETA if possible.","SMB accounts in EMEA raised repeated slack_alerts issues under integration. Volume reached 3 tickets this week with avg CSAT 2.31, avg resolution 26.7h, and escalation rate 33%. Representative signal: Hi team, Slack alerts are inconsistent across channels."
